variant,sample_id,ok,label_llm,confidence,phishing_type,reasoning,indicators_found,indicators_not_found,top_factors,prompt_tokens,completion_tokens,latency_ms,error
E_poc_2k,4226,True,0,0.95,legitimate,"The URL is a legitimate .mil domain (neco.navy.mil) used by the U.S. Navy for business opportunities. The HTML content contains no phishing indicators such as credential forms, fake login pages, or deceptive language. The anti-framing script is a standard security measure. The moderate model confidence (63.7%) is likely a false positive due to the script, but domain-content consistency and lack of phishing elements confirm legitimacy.",[],"['Suspicious URL patterns', 'Credential harvesting forms', 'Brand impersonation elements', 'Urgent or threatening language', 'Domain-content mismatch', 'Hidden fields or obfuscated scripts']",,833,596,7145.413530000951,
A_html_probs,3374,True,phish,0.949,credential_harvesting,"The URL uses a legitimate-looking domain (px.athena.io) but the path '/authorization/8042' is generic and could be used for credential harvesting. The page title is 'Self Check-in' and the HTML contains a logout button and language toggle, which are common in login portals. The static classifier PhishGraph gives a 94.9% phishing probability, indicating strong HTML/graph-based signals of phishing. No explicit password fields or form actions are visible in the truncated HTML, but the presence of a logout button suggests a session-based flow that could be abused. The combination of a suspicious URL path, generic branding, and high classifier confidence leads to a phishing verdict.","[""URL path '/authorization/8042' is generic and could be used for credential harvesting"", ""Page title 'Self Check-in' is generic and could impersonate a legitimate service"", 'Static classifier PhishGraph reports 94.9% phishing probability', 'HTML contains logout button and language toggle, common in login portals']","['No explicit password fields in the truncated HTML', 'No form action pointing to an external or suspicious domain', 'No obfuscated JavaScript or hidden iframes', 'No fake CAPTCHA or wallet drainer scripts', 'No brand impersonation of a well-known company (e.g., Microsoft, Google, PayPal)']","['High static classifier confidence (94.9%)', 'Generic URL path and page title', 'Presence of session-related UI elements (logout button)']",4329,385,7241.373124998063,
B_html_probs_osint,372,True,phish,0.92,brand_impersonation,"The domain 8888089.vip is a fresh registration (250 days old) with no Tranco rank, only free-issuer certificates, and a suspicious .vip TLD, all consistent with phishing infrastructure. The HTML page impersonates the Macau casino brand '澳门新葡京' (Lisboa/Macau) and loads all images from an Alibaba OSS bucket with .js extensions, which is a common obfuscation technique. The page contains multiple links with empty data-url attributes and external scripts from a subdomain (kf.bigo.h5.gellube.com) that likely handle credential harvesting or app installation redirection, and the favicon is stolen from Baidu. PhishGraph scores it 76.6% phishing, and the combination of brand impersonation, obfuscated assets, and suspicious external scripts strongly indicates a credential harvesting or scam page.","['domain age 250 days (medium-risk)', 'not in Tranco Top-1M', ""only free-issuer certificates (Let's Encrypt/ZeroSSL/Buypass)"", 'suspicious .vip TLD', ""page title '澳门新葡京' impersonates Macau casino brand"", 'all images loaded from Alibaba OSS bucket with .js extension (obfuscation)', 'favicon stolen from baidu.com', 'multiple links with empty data-url attributes', 'external scripts from kf.bigo.h5.gellube.com subdomain', 'PhishGraph score 76.6% phishing', 'no password field but likely app install/redirect scam']","['no password input field', 'no login form', 'no hidden iframes', 'no inline JavaScript obfuscation (eval, atob, etc.)', 'no fake CAPTCHA', 'no wallet drainer code', 'no fake browser update banner']","['fresh domain with no legitimate traffic history', 'brand impersonation of Macau casino', 'obfuscated image assets (.js extension)', 'external scripts from unknown subdomain', 'PhishGraph high phishing probability']",3271,520,7236.2254280014895,
A_html_probs,4288,True,benign,0.95,legitimate,"The URL is a legitimate subdomain of e-distribuzione.it, the official Italian electricity distributor. The HTML contains Salesforce Aura framework components, a reCAPTCHA integration, and TrustArc consent scripts, all consistent with a legitimate enterprise login portal. The static classifier's 98% phishing score is likely a false positive due to the page's use of Salesforce's dynamic resource loading and obfuscated CSS/JS, which can mimic phishing patterns. No credential-harvesting forms, suspicious redirects, or brand impersonation were found.","['Legitimate domain: e-distribuzione.it', 'Salesforce Aura framework components', 'reCAPTCHA integration with valid sitekey', 'TrustArc consent banner script', 'Adobe Analytics tracking script', 'Italian language and locale']","['No typosquatting or lookalike domain', 'No credential-harvesting form action to external URL', 'No hidden iframes or obfuscated JavaScript', 'No fake CAPTCHA or wallet drainer', 'No fake browser update or store', 'No suspicious redirects']","['Domain ownership and brand match', 'Presence of legitimate third-party services (Salesforce, reCAPTCHA, TrustArc)', 'Absence of phishing-specific HTML patterns']",3535,340,5222.594863007544,
E_poc_2k,4850,True,0,0.98,legitimate,"The URL uses a legitimate domain (webengage.co) with a random subdomain, but the content is a standard storage frame for cross-origin data persistence. No phishing indicators (login forms, credential harvesting, deceptive branding) are present. Both models agree it is benign.",['random subdomain string'],"['login form', 'credential fields', 'fake branding', 'deceptive text', 'malicious scripts', 'hidden iframes', 'domain-content mismatch']",,741,606,6922.685758996522,
B_html_probs_osint,1882,True,benign,0.95,legitimate,"The domain museumofthefuture.world is a lookalike of the legitimate museumofthefuture.ae, but the HTML content is a full, well-structured copy of the official Museum of the Future website, including canonical links, social media metadata, Google Tag Manager, reCAPTCHA, and structured data with correct contact and address information. No credential-harvesting forms, password fields, or suspicious JavaScript were found. The OSINT signals are mixed (young domain, free SSL, no Tranco rank) but the HTML evidence strongly indicates a legitimate site, likely a regional or staging variant.","['domain is a lookalike of museumofthefuture.ae', 'domain age 211 days (medium risk)', ""only free SSL issuers (Let's Encrypt, ZeroSSL, Buypass)"", 'not in Tranco Top-1M', 'Wayback Machine has only 2 snapshots, last 740 days ago']","['no password fields or login forms', 'no credential-harvesting JavaScript', 'no hidden iframes', 'no fake CAPTCHA', 'no redirects to external domains', 'no obfuscated content', 'no wallet drainer scripts', 'no fake browser update prompts', 'no fake store or checkout pages', 'no typosquatting in the domain (museumofthefuture.world is a direct variant, not a misspelling)', 'no suspicious TLD (.world is generic but not inherently malicious)', 'no IP address in URL', 'no free hosting indicators', 'canonical link points to legitimate museumofthefuture.ae', 'structured data matches official organization details', 'Google Tag Manager and reCAPTCHA present (legitimate analytics/security)', 'social media metadata references official accounts']","['HTML content is a complete, legitimate copy of the official site', 'canonical URL and structured data point to the real museum domain', 'no phishing-specific elements (forms, password fields, harvest scripts)']",3738,496,6600.814383011311,
D_html_osint,4563,True,benign,0.95,legitimate,"The URL belongs to a subdomain of modento.io, a legitimate dental practice management platform. The page is a login page for 'Dental Intelligence' with a branded logo and standard Angular framework. The OSINT dossier shows a long history (5.5 years, 152 Wayback snapshots), Tranco rank, and multiple certificates, all consistent with a legitimate SaaS service. No credential-harvesting indicators, obfuscated scripts, or suspicious redirects were found.","['Legitimate brand logo (Dental Intelligence)', 'Angular framework (ng-version=""19.2.1"")', 'Standard login page structure', 'Long domain history (5.5 years, 152 snapshots)', 'Tranco rank #115,672', 'Multiple certificates over years', 'Hosted on AS13335 (Cloudflare) with long ASN history']","['No typosquatting or lookalike domain', 'No password field action pointing to external URL', 'No credential-harvesting JavaScript', 'No hidden iframes or obfuscated content', 'No fake CAPTCHA or fake browser update', 'No wallet drainer or fake store elements', 'No suspicious redirects', 'No free hosting or unusual TLD']","['Established domain with long history and Tranco rank', 'Legitimate Angular login page with proper branding', 'No phishing indicators in HTML content']",5014,372,5053.407217987115,
C_html_only,3683,True,benign,0.95,legitimate,"The URL uses a legitimate subdomain of ziik.io, a known platform for internal communication and social intranets. The HTML loads a complex Vue.js application with assets from a CloudFront CDN, typical of a modern web app, and contains no password fields, login forms, credential-harvesting scripts, or brand impersonation. The page title 'Flow' and the JavaScript configuration object referencing 'klostermark' as an identifier suggest a legitimate organizational instance of the Ziik platform.","['Legitimate subdomain of known platform ziik.io', 'Complex Vue.js single-page application with multiple modulepreloads', 'Assets served from CloudFront CDN with consistent path structure', ""JavaScript configuration object with identifier 'klostermark'"", 'No visible login form or password fields in the provided HTML']","['No typosquatting or lookalike domain', 'No IP address in URL', 'No unusual TLD', 'No free hosting domain', 'No credential-harvesting JavaScript', 'No hidden iframes', 'No brand impersonation (e.g., fake Microsoft, Google, etc.)', 'No fake CAPTCHA', 'No redirects to external suspicious domains', 'No obfuscated content', 'No wallet drainer scripts', 'No fake browser update prompts', 'No fake store elements']","['Domain is a subdomain of a known legitimate platform (ziik.io)', 'Page loads a complex, legitimate-looking single-page application', 'No phishing indicators such as login forms or credential harvesting']",3605,401,5694.835520989727,
C_html_only,4533,True,benign,0.99,legitimate,"The URL uses the legitimate domain stmaryscathedral.org.au, which is the official website of St Mary's Cathedral in Sydney. The HTML content is a standard WordPress page with visitor information, no login forms, password fields, or credential-harvesting scripts. The page includes legitimate resources from CDNs and the site's own theme, with no obfuscation, hidden iframes, or suspicious redirects.","['legitimate domain matching official cathedral name', 'standard WordPress page structure', 'visitor information content', 'legitimate CDN resource links']","['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting', 'password fields', 'login forms', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation', 'fake CAPTCHA', 'redirects', 'obfuscated content', 'wallet drainers', 'fake browser updates', 'fake stores']","['domain matches official organization', 'no credential harvesting elements', 'standard content management system']",1180,307,3095.8873229974415,
A_html_probs,3052,True,benign,0.95,legitimate,"The URL uses a legitimate subdomain of as.me (Acuity Scheduling's custom domain service) and the HTML content is a standard Acuity Scheduling booking page for a business named 'Piano by Pictures'. The page contains no password fields, login forms, credential-harvesting JavaScript, hidden iframes, or any other phishing indicators. The static classifier opinion (PhishGraph at 79.5%) is likely a false positive due to the page being a third-party scheduling service rather than the business's own site, but the content and domain are consistent with a legitimate Acuity Scheduling appointment booking flow.","[""Domain is a subdomain of as.me (Acuity Scheduling's custom domain service)"", ""Page contains standard Acuity Scheduling booking widget with business name 'Piano by Pictures'"", 'Meta tags reference Acuity Scheduling canonical URL and logo hosted on cdn-s.acuityscheduling.com', 'JavaScript includes legitimate Acuity Scheduling configuration (OWNER_KEY, BUSINESS object, PYLON_SESSION_ID)', 'No password fields, login forms, or credential-harvesting elements present', 'Page uses reCAPTCHA for bot protection (legitimate security measure)', 'Canonical link points to app.acuityscheduling.com/schedule.php?owner=23964110']","['No typosquatting or lookalike domain', 'No IP address or unusual TLD', 'No free hosting domain', 'No credential-harvesting JavaScript', 'No hidden iframes', 'No fake CAPTCHA', 'No redirects to malicious sites', 'No obfuscated content', 'No wallet drainer or fake update prompts', 'No fake store or payment form harvesting credit card details', 'No brand impersonation of well-known companies (e.g., Microsoft, Google, PayPal)']","['Domain is a legitimate subdomain of Acuity Scheduling (as.me)', 'HTML content is a standard booking widget with no credential harvesting', 'Static classifier opinion is contradicted by concrete content analysis']",2951,496,5549.960611999268,
D_html_osint,4233,True,benign,0.95,legitimate,"The domain geconnect.com.au has a long Wayback history (over 11 years, 1000 snapshots), indicating an established legitimate site. The HTML content is a standard business directory page for the Kalgoorlie and Esperance Chambers of Commerce, with no password fields, login forms, credential-harvesting scripts, hidden iframes, or brand impersonation. The page shows an error message but no phishing indicators.",[],"['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting', 'password fields', 'login forms', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation', 'fake CAPTCHA', 'redirects to external sites', 'obfuscated content', 'wallet drainer scripts', 'fake browser update', 'fake store', 'suspicious form actions', 'external resource loading from untrusted domains']","['long Wayback history (11+ years)', 'legitimate business directory content', 'no credential harvesting elements', 'established domain with consistent content']",2746,307,3946.6268380056135,
B_html_probs_osint,201,True,phish,0.85,credential_harvesting,"The domain 94076.loan uses a suspicious TLD (.loan) and is not in the Tranco top 1M, has no Wayback Machine history, is only 247 days old, and relies solely on free certificate issuers, all of which are common phishing indicators. The HTML content reveals a gambling/lobby application with extensive skin customization and a complex JavaScript proxy for cross-origin storage, which is atypical for a legitimate site and suggests credential harvesting or session theft. The presence of a frame storage proxy and the use of a CDN-like hostname (pubsgppp.c1oudfront.com) with a typo-squatted 'c1oudfront' further indicate malicious intent.","['suspicious TLD (.loan)', 'domain not in Tranco top 1M', 'no Wayback Machine history', 'domain age 247 days (medium risk)', ""only free certificate issuers (Let's Encrypt, ZeroSSL, Buypass)"", 'wildcard certificate observed', 'complex JavaScript frame storage proxy for cross-origin storage', ""CDN hostname with typo-squatted 'c1oudfront'"", 'gambling/lobby application with extensive skin customization', 'data-version and data-render timestamps suggesting dynamic content']","['no password fields or login forms in the cleaned HTML', 'no obvious brand impersonation of known companies', 'no fake CAPTCHA or fake browser update', 'no hidden iframes or obfuscated credential-harvesting scripts', 'no direct request to external credential-harvesting URLs']","['suspicious domain registration and hosting profile', 'complex JavaScript storage proxy indicating data exfiltration', 'gambling-themed interface with no clear legitimate business context']",4018,445,7121.710881008767,
C_html_only,2543,True,benign,0.99,legitimate,"The URL is a subdomain of musc.edu, a legitimate educational institution (Medical University of South Carolina). The HTML content describes an online training course for mental health professionals (TF-CBTWeb2.0) and includes standard web application elements like CSRF tokens, I18n translations, and asset pipelines. No password fields, login forms, credential-harvesting scripts, hidden iframes, or brand impersonation were found. The page appears to be a legitimate educational resource.","['legitimate .edu domain (musc.edu)', 'educational content about TF-CBT training', 'standard Rails application structure (CSRF token, asset pipeline, I18n)', 'no login forms or credential fields in the provided HTML']","['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting domain', 'password fields', 'login forms', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation', 'fake CAPTCHA', 'redirects to external sites', 'obfuscated content', 'wallet drainer scripts', 'fake browser updates', 'fake store elements']","['domain ownership by a known educational institution', 'content matches the expected purpose of the domain', 'absence of any phishing indicators in the HTML']",2828,357,5186.063023022143,
A_html_probs,3789,True,benign,0.99,legitimate,"The URL belongs to the legitimate pearsonclinical.com.au domain, which is a known Pearson brand. The HTML content is entirely a PDF viewer (Mozilla's pdf.js) rendering a PDF file named 'wais-5-sample-score-report.pdf', with no login forms, credential fields, or obfuscated scripts. The static classifier's 99.2% phishing score is a false positive, likely because the PDF viewer's internal resource:// URLs and JavaScript are misclassified by graph-based features.","['Legitimate domain: pearsonclinical.com.au (known Pearson brand)', 'PDF viewer HTML (Mozilla pdf.js) with no credential harvesting elements', 'No password fields, login forms, or suspicious forms present', 'No obfuscated JavaScript or hidden iframes']","['Typosquatting or lookalike domain', 'IP address or unusual TLD', 'Free hosting or suspicious domain registrar', 'Password or credential input fields', 'Fake login forms or brand impersonation', 'Credential-harvesting JavaScript', 'Hidden iframes or redirects', 'Fake CAPTCHA, wallet drainers, fake updates, or fake stores', 'Obfuscated content or suspicious external resources']","['Domain ownership by legitimate Pearson entity', 'Content is a standard PDF viewer, not a phishing page', 'Static classifier false positive due to PDF viewer internals']",3033,363,3536.2427119980566,
E_poc_2k,4867,True,0,1.0,legitimate,"The URL is a standard HTTPS link to a well-known Australian retailer. The HTML content shows no login forms, credential harvesting, or suspicious scripts. Domain and content are fully consistent with the legitimate brand. Both models agree the page is benign.",[],"['Suspicious URL patterns (IP-based, misspelled brand, unusual TLD)', 'Login forms or password fields', 'Credential-harvesting elements', 'Suspicious scripts or obfuscated JavaScript', 'Hidden iframes or redirections', 'Domain-content mismatch']",,1278,612,11459.997201978695,
A_html_probs,4902,True,benign,0.95,legitimate,"The URL uses the legitimate domain support.thomsonreuters.com.au, which is a known subdomain of Thomson Reuters. The HTML content is a standard Kaltura MediaSpace page for product training, containing analytics scripts, locale strings, and no credential-harvesting forms or suspicious redirects. The static classifier's high phishing score is likely a false positive due to the presence of analytics and tracking scripts common in legitimate enterprise sites. No phishing indicators such as password fields, fake login forms, or obfuscated JavaScript were found.","['Legitimate domain (support.thomsonreuters.com.au)', 'Kaltura MediaSpace platform scripts', 'Analytics and tracking scripts (Pendo, Kaltura analytics)', 'Locale strings for registration and event management']","['Password input fields', 'Login forms', 'Credential-harvesting JavaScript', 'Hidden iframes', 'Brand impersonation (logos, fake domains)', 'Fake CAPTCHA', 'Redirects to external suspicious domains', 'Obfuscated content', 'Wallet drainer scripts', 'Fake browser update prompts', 'Fake store or checkout pages']","['Domain ownership and reputation', 'Absence of credential-harvesting elements', 'Presence of legitimate enterprise platform (Kaltura MediaSpace)']",3028,347,7770.973372011213,
D_html_osint,4244,True,benign,0.99,legitimate,"The URL is a legitimate government domain (legislation.vic.gov.au) serving a real statutory instrument page. The HTML contains no password fields, login forms, credential-harvesting scripts, hidden iframes, or any phishing indicators. The OSINT dossier shows a 19-year Wayback history, consistent with an established government site. All evidence points to a benign legislative document page.",[],"['password field', 'login form', 'credential-harvesting JavaScript', 'hidden iframe', 'brand impersonation', 'fake CAPTCHA', 'redirect to external domain', 'obfuscated content', 'wallet drainer', 'fake browser update', 'fake store', 'typosquatting in domain', 'unusual TLD', 'free hosting', 'IP address in URL']","['legitimate government domain', 'long Wayback history', 'no credential harvesting elements', 'static legislative content']",4229,268,3013.4250500123017,
E_poc_2k,3058,True,0,0.99,legitimate,"The URL is a legitimate Irish government domain (citizensinformation.ie) with a clear, non-suspicious path. HTML content contains official metadata, stylesheets from the same domain, and no phishing elements (no credential forms, fake alerts, or deceptive links). Domain and content are fully consistent. Both models agree it is benign.",[],"['Suspicious URL patterns', 'Credential harvesting forms', 'Fake login panels', 'Urgent or threatening language', 'Domain-content mismatch', 'Suspicious JavaScript or external scripts']",,817,525,11295.853991992772,
B_html_probs_osint,807,True,phish,0.85,brand_impersonation,"The domain 'bodenoutletusa.com' impersonates the legitimate Boden brand with a typosquatting-like name and uses a free-issuer-only certificate (Let's Encrypt/ZeroSSL/Buypass), which is common in phishing. The HTML content includes a heavily obfuscated JavaScript payload (base64-encoded JSON) that likely configures a fake storefront or credential-harvesting logic, and the page lacks a legitimate checkout or login flow. OSINT signals (domain age ~1 year, not in Tranco Top-1M, no recent Wayback snapshots) further support suspicion, though the HTML evidence is the primary driver.","['domain typosquatting (bodenoutletusa.com vs. boden)', ""free-issuer-only TLS certificate (Let's Encrypt/ZeroSSL/Buypass)"", 'obfuscated JavaScript payload (base64-encoded JSON in window._AEADGZZ_)', 'fake brand impersonation (Boden outlet store)', 'no legitimate checkout or login flow visible', 'domain not in Tranco Top-1M', 'only one Wayback snapshot, 304 days old']","['password field in HTML', 'login form', 'hidden iframe', 'fake CAPTCHA', 'wallet drainer script', 'fake browser update', 'redirect to external phishing page']","['brand impersonation via domain name', 'obfuscated JavaScript configuration', 'free-issuer-only certificate', 'lack of legitimate e-commerce functionality']",4868,400,10442.496144009056,
C_html_only,4195,True,benign,0.95,legitimate,"The domain ils.hhsc.state.tx.us is a subdomain of the official Texas Health and Human Services Commission (hhsc.state.tx.us), which is a legitimate government entity. The page contains a login form for the Independent Living Services Data Reporting System, includes a user agreement about confidentiality and monitoring, and has a Content-Security-Policy header restricting framing to same-origin and *.hhsc.state.tx.us. No typosquatting, suspicious redirects, obfuscated scripts, or credential-harvesting indicators were found. The form action points to a path under the same domain, and the page includes standard government branding and accessibility links.","['domain is a subdomain of a known government agency (hhsc.state.tx.us)', 'Content-Security-Policy header restricts framing to same-origin and *.hhsc.state.tx.us', 'login form with username and password fields', 'user agreement about confidentiality and monitoring', 'forgot password link', 'government branding and logos', 'accessibility and user guide links']","['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting domain', 'hidden iframes', 'obfuscated JavaScript', 'suspicious redirects', 'credential-harvesting external form action', 'fake CAPTCHA', 'wallet drainer scripts', 'fake browser update prompts', 'brand impersonation of non-government entity']","['domain ownership by official government agency', 'presence of government-specific content and policies', 'security headers (CSP) restricting framing', 'no external or suspicious form action']",2718,426,4952.677913999651,
B_html_probs_osint,2005,True,phish,0.95,scam,"The page immediately redirects via JavaScript to a PHP script on the same suspicious domain (money6.info), which is a common pattern for credential harvesting or scam landing pages. The visible content is a flashing 'Deposit 2000 USD -> GET 200 000 USD X100' offer, a classic 'get rich quick' scam designed to lure victims into sending money. The page is filled with hundreds of hidden links (likely for SEO spam or cloaking) and links to known link-farm services (IndexJump, AIO, Semalt, TrustBurn), indicating the site is part of a low-quality, deceptive network. The domain is only 325 days old, not in the Tranco top 1M, and the URL contains a double-encoded path pointing to an AWS S3 bucket, which is often used to host phishing content. The combination of a scam offer, redirect to a PHP handler, and SEO spam strongly indicates phishing/scam activity.","['JavaScript redirect to money6.info/click2131287361236.php', ""Flashing 'Deposit 2000 USD -> GET 200 000 USD X100' scam offer"", 'Hundreds of hidden links with numeric IDs (SEO spam/cloaking)', 'Links to known link-farm services: IndexJump, AIO, Semalt, TrustBurn', 'Domain age 325 days (medium-risk, not in Tranco top 1M)', 'URL contains double-encoded path pointing to AWS S3 bucket', ""Page title is '...' (placeholder, no legitimate branding)""]","['No password or login form fields', 'No brand impersonation (no logos, no brand names)', 'No fake CAPTCHA', 'No hidden iframes', 'No obfuscated JavaScript (other than redirect)', 'No wallet drainer scripts', 'No fake browser update prompts', 'No fake store or checkout flow']","['Scam offer promising unrealistic returns', 'Redirect to PHP handler on same domain', 'SEO spam / cloaking with hundreds of hidden links', 'Domain age and lack of legitimate traffic signal']",4085,511,5262.4323749914765,
D_html_osint,3535,True,benign,0.98,legitimate,"The URL is a subdomain of fit.edu, a legitimate university domain with a long history (Tranco rank #35,224, 1000+ Wayback snapshots over 7.4 years). The HTML content is a standard CAS (Central Authentication Service) login page for Florida Institute of Technology, using official branding, proper CDN resources, and a form action pointing to a relative path ('login') on the same domain. No indicators of credential harvesting, obfuscation, or brand impersonation were found.","['legitimate university subdomain (t4.fit.edu)', 'official Florida Tech logo and branding', 'CAS login form with standard fields (username, password)', ""form action is relative path 'login' on same domain"", 'use of well-known CDN resources (cdnjs.cloudflare.com, stackpath.bootstrapcdn.com)', 'long domain history (7.4 years, 1000+ snapshots)']","['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting domain', 'credential-harvesting JavaScript', 'hidden iframes', 'fake CAPTCHA', 'redirect to external site', 'obfuscated content', 'wallet drainer scripts', 'fake browser update', 'fake store', 'password field action pointing to external or suspicious URL', 'suspicious form action (e.g., paypa1-secure.shop)', 'missing or self-signed SSL certificate (HTTPS is present)']","['established domain with long history and high Tranco rank', 'official university branding and CAS login page', 'no external form submission or suspicious JavaScript']",4601,432,10530.4798699799,
A_html_probs,3766,True,benign,0.99,legitimate,"The URL uses a legitimate German domain (ornithopter.de) with no typosquatting or suspicious TLD. The HTML content is a detailed technical article about ornithopter wing design, with no login forms, password fields, credential-harvesting scripts, hidden iframes, or any brand impersonation. The page contains only informational text, images, and navigation links, and the static classifier (PhishGraph) rates it as 2.0% phishing probability, strongly supporting benign classification.",[],"['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting domain', 'password fields', 'login forms', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation', 'fake CAPTCHA', 'redirects to external sites', 'obfuscated content', 'wallet drainer scripts', 'fake browser update prompts', 'fake store or checkout forms']","['legitimate domain with no suspicious patterns', 'purely informational HTML content', 'low phishing probability from static classifier']",3007,305,2760.124124994036,
C_html_only,3326,True,benign,0.95,legitimate,"The URL uses the legitimate domain zip.co with a subdomain merchant.zip.co, which is consistent with Zip's merchant services. The HTML content loads official Zip assets (logo, fonts, scripts) from static.zip.co and includes Dynatrace and FullStory monitoring scripts typical of a production web application. No password fields, login forms, credential-harvesting JavaScript, hidden iframes, or suspicious redirects are present; the page appears to be a React-based merchant dashboard shell that requires JavaScript to render. The presence of a help icon and setup guide further aligns with a legitimate merchant portal.","['domain zip.co is a known legitimate brand', 'subdomain merchant.zip.co aligns with merchant services', 'assets loaded from static.zip.co (official CDN)', 'Dynatrace and FullStory monitoring scripts present', 'React-based single-page application structure', 'help icon and setup guide elements']","['no typosquatting or lookalike domain', 'no IP address in URL', 'no unusual TLD', 'no free hosting domain', 'no password fields or login forms', 'no credential-harvesting JavaScript', 'no hidden iframes', 'no fake CAPTCHA', 'no obfuscated content', 'no wallet drainer scripts', 'no fake browser update prompts', 'no fake store elements', 'no redirects to external suspicious sites']","['domain ownership and subdomain consistency', 'use of official CDN and monitoring services', 'absence of any credential harvesting indicators']",1714,393,4008.5114050016273,
B_html_probs_osint,818,True,phish,0.85,scam,"The page immediately redirects via JavaScript to a PHP script on the same domain, which is a common pattern for phishing landing pages. The visible content is a flashing 'Deposit 2000 USD -> GET 200 000 USD X100' scam offer, a classic financial scam lure. The page is filled with hundreds of numeric links to the same domain, likely for SEO spam or to obfuscate the page's true purpose. The domain is not in the Tranco top 1M, is only 325 days old, and has no CT log hits, all of which are consistent with a phishing setup. The combination of a redirect, a get-rich-quick scam, and a low-trust domain profile strongly indicates phishing.","['JavaScript redirect to PHP script on same domain', ""Flashing scam offer text: 'Deposit 2000 USD -> GET 200 000 USD X100'"", 'Hundreds of numeric links to /aio/ paths on same domain (SEO spam/obfuscation)', 'Domain not in Tranco top 1M', 'Domain age 325 days (medium risk)', 'No Certificate Transparency log hits', 'Page contains external links to known SEO spam services (indexjump.com, semalt.com, trustburn.com)']","['No password input fields', 'No login form', 'No brand impersonation (no logos, trademarks, or lookalike domains)', 'No hidden iframes', 'No fake CAPTCHA', 'No wallet drainer scripts', 'No fake browser update prompts', 'No credential-harvesting JavaScript']","['JavaScript redirect to PHP script', 'Flashing scam offer text', 'Domain age and lack of CT logs', 'Presence of SEO spam links']",4248,441,3635.741983016487,
E_poc_2k,4484,True,0,0.99,legitimate,"URL is legitimate (HTTPS, descriptive path, known domain). HTML content contains no phishing forms or deceptive elements. Domain-content consistency is perfect. Both models agree with high confidence that this is benign.",[],"['Suspicious URL patterns (IP-based, typosquatting, misleading subdomains)', 'Credential harvesting forms or login fields', 'Fake security warnings or urgent alerts', 'Hidden iframes or obfuscated scripts', 'Domain-content mismatch', 'Model disagreement']",,926,583,7656.319475005148,
A_html_probs,4829,True,benign,0.99,legitimate,"The URL is a legitimate subdomain of daikin.co.jp, a well-known Japanese HVAC manufacturer. The page is a search interface for Daikin air conditioner manuals, with no password fields, login forms, or credential-harvesting scripts. The HTML includes standard analytics and Pardot tracking, but no obfuscated content, hidden iframes, or fake brand elements. The static classifier's high phishing score is likely a false positive due to the page's use of common web frameworks and analytics scripts that can resemble phishing patterns in graph-based analysis.","['Legitimate domain owned by Daikin Industries, Ltd.', 'Page content is a manual search tool for Daikin products', 'No password or sensitive data input fields', 'Standard analytics and marketing scripts (Google Analytics, Pardot)', 'CSRF token present for form security']","['No typosquatting or lookalike domain', 'No credential-harvesting JavaScript', 'No hidden iframes or obfuscated content', 'No fake login forms or brand impersonation', 'No fake CAPTCHA or wallet drainer', 'No fake browser update or store']","['Domain ownership and reputation', 'Absence of credential harvesting elements', 'Legitimate business purpose of the page']",3607,335,5298.426886991365,
B_html_probs_osint,2074,True,benign,0.85,legitimate,"The URL domain 'ici-vic.shop' does not exhibit typosquatting or lookalike patterns of a known brand. The HTML content contains multiple tracking scripts from Facebook, TikTok, and Snapchat, indicating a legitimate marketing setup, and no password fields, login forms, credential-harvesting JavaScript, hidden iframes, or fake CAPTCHA were found. The OSINT dossier shows a domain age of 285 days (medium-risk) and no Wayback archive, but the presence of multiple legitimate analytics scripts and the absence of any phishing-specific HTML patterns strongly suggest a benign e-commerce or content site.","['multiple Facebook Pixel tracking scripts', 'multiple TikTok Pixel tracking scripts', 'Snapchat Pixel tracking script', 'domain age 285 days (medium-risk but not fresh)', 'no Tranco rank (not in top 1M)']","['typosquatting or lookalike domain', 'password fields or login forms', 'credential-harvesting JavaScript', 'hidden iframes', 'fake CAPTCHA', 'brand impersonation in HTML', 'obfuscated content', 'wallet drainer scripts', 'fake browser update prompts', 'fake store indicators']","['presence of multiple legitimate analytics/tracking scripts', 'absence of any credential-harvesting or phishing HTML patterns', 'domain age not extremely fresh (285 days)', 'no brand impersonation or lookalike domain']",5945,375,4793.2304850255605,
